SUM,Φούρνος Προθέρμανσης 1 καύσης Φ.Α.,Φούρνος Προθέρμανσης 2 καύσης Φ.Α.,Φούρνοι Προθέρμανσης 1-2 καύσης Φ.Α.,Επαγωγικός Φούρνος Προθέρμανσης,Μηχανισμός αφαίρεσης οξειδίων πριν τη διέλαση,Κύριο σώμα μηχανισμού διέλασης,Έξοδος διέλασης,Υδραυλικές Αντλίες Πρέσας,Υδραυλικές Αντλίες Πρέσας.1,Αντλιοστάσιο Πρέσας,Q_KG (Produced Quantity),Q_ST (Produced Pieces),MACHMINS (MACHINE MINUTES),TOTDH (TOTAL DELAYS -HOURS)
556392.7785289428,15899.214650183916,15360.0133236766,42629.48004627096,126274.25020295383,53091.42866554888,10825.802421574783,22760.158324211836,91740.30795383453,108627.28770494461,73815.83301297239,6240506.804585575,10889.377563118935,19318.763212412592,151.67423539608717
668511.6639431649,11922.279140263796,28827.597517323546,48801.73511140834,171958.37958788872,60557.76497996907,20329.256631357825,32007.19345110655,104916.08588087559,122567.27699637413,82823.92106004003,6899951.227321266,11990.348258137703,19467.799163907763,287.4586015641689
573790.7540526284,22232.03558754921,19940.14789340499,44498.92913650184,129184.92942526938,56436.70274444966,10466.911871362221,22448.263308882713,88064.16702154279,104077.6131311059,75621.40411886924,6162683.683143198,10640.030268490314,19178.510520458218,143.0248362645507
576456.4005463133,24701.58747881651,25555.35253551011,33278.11864592564,125645.9601416439,41519.44251456278,12584.158263080162,29298.569546163082,100638.4217633605,121152.5319468975,55254.98861200174,6999426.818316638,12178.072698831558,22523.605332970616,138.8622631020844
623065.3415335243,15376.082028955221,14632.66871122123,42664.75901971803,146670.0583806336,53356.43642282464,11820.60017041285,30316.343509078026,105545.90269494057,126911.7416381836,72451.40187411227,7318786.178148924,12792.339078605175,22955.232137739655,194.16826867312193
621869.9443544206,16186.668437153101,14388.71497539879,42444.29060440321,143612.54964265227,53218.47041275293,11401.355715102334,30014.547268092632,105686.99072349072,126894.45516049862,72033.65895220483,7325384.382244228,12816.174485981464,23079.340975284573,183.34310945868492
651521.1146423119,27132.034935772423,25459.180517673536,50773.451989292844,157164.8483467102,63220.437260713305,11265.109293652033,25412.870936959982,90151.57594370842,118668.73228311539,87787.61605552069,6890083.849909245,11981.60787254572,22741.71050816774,178.45990449935198
601512.5877652781,25154.173893153667,24439.131780767482,44830.15926845899,140227.68231844902,55997.62219380361,11445.319547685203,25663.760245591402,84092.89732608199,114915.14518857002,76688.1335404363,6627992.377037345,11600.780504703522,21443.43608513474,170.95457349717617
597315.1284417706,25860.969618558884,26427.65830700402,35253.03022855156,128616.46329817177,43702.74272913716,13472.089457987551,29291.78493219614,102508.08196085691,122299.73364531994,58218.798078908054,7084553.232891857,12276.064722776413,23370.08252173662,135.96448513492942
579787.6850323714,22735.207139134407,20124.328053545978,44808.774812719574,129298.71071812512,56914.21215225934,10335.62964722278,22517.284624665976,87970.93267697096,104976.29286289215,76452.47759920498,6191056.575259267,10657.35761654377,19299.088301360604,144.12372481822968
628048.483033146,18077.154654324055,30083.271677923258,47861.14177025272,144177.45637753606,59285.46502488429,22111.29304323465,28761.51182937622,102797.1849064827,114851.27636730671,82718.35344196849,6617712.825239598,11707.385521769524,19714.110361039635,198.9120019301772
