3.269654486777213154e-01,4.971729709783804796e-01,4.099276753450206701e-01,5.272259528223541825e-01
3.219818118775517601e-01,4.924811358249947535e-01,4.084997687136057709e-01,5.271491322242608524e-01
3.216880785857753611e-01,4.923643613968439747e-01,4.051310216497945871e-01,5.280793132098621223e-01
3.211005735998530564e-01,4.923072236646784394e-01,4.049550109296086720e-01,5.310713149853568682e-01
3.191510355088311712e-01,4.902781671927227136e-01,4.040052712665081480e-01,5.290264856955506634e-01
3.182312020183009627e-01,4.866843406940752903e-01,4.013171436419237792e-01,5.244313642205640225e-01
3.221991219475106027e-01,4.889179396872003758e-01,4.026763528111345081e-01,5.259545121278793589e-01
3.233651484213816429e-01,4.884371123144151117e-01,3.950553312396321570e-01,5.229962897464689453e-01
3.207527497524692572e-01,4.850778526001138236e-01,3.894889121302965163e-01,5.185998402854371525e-01
3.168073869359767647e-01,4.818566361061765169e-01,3.863387799162152358e-01,5.148864763327912764e-01
3.154736621425430765e-01,4.808601045842289534e-01,3.814605177076628162e-01,5.156963529082024822e-01
3.152679615199022733e-01,4.805782674862699722e-01,3.802633337904937627e-01,5.141023643424458278e-01
3.143055342454079693e-01,4.796170299297075057e-01,3.796914557613373931e-01,5.137482286238007623e-01
3.127369893709270876e-01,4.784879882674581419e-01,3.764064620889260304e-01,5.122304021820803799e-01
3.115005849567817342e-01,4.757043392307940266e-01,3.698967146257358674e-01,5.061575761514568450e-01
3.099128721688697019e-01,4.754073201719946073e-01,3.620909313510126126e-01,5.074441636097953845e-01
3.118765913720173977e-01,4.776592145717799553e-01,3.601491105275929638e-01,5.119281004122280265e-01
3.101957984760740916e-01,4.738343599019721464e-01,3.550847613496958544e-01,5.110354248357336093e-01
3.111657018668359531e-01,4.740317997253774007e-01,3.544694809577822459e-01,5.100553715415142575e-01
3.096112261889680251e-01,4.716990997512753858e-01,3.490634705369790036e-01,5.066129152661645874e-01
3.099424862662705782e-01,4.691831132313502017e-01,3.498373762220445271e-01,5.056041305299302513e-01
3.070766176106503598e-01,4.652804963470633104e-01,3.439712189670857678e-01,5.012506413915985837e-01
3.056079202193950350e-01,4.639982580562591052e-01,3.384103050261897949e-01,5.014776009493394637e-01
3.041020564490968248e-01,4.628127233863271184e-01,3.336921040628004209e-01,4.998737145060392906e-01
3.034538336941847159e-01,4.609128741483710101e-01,3.301153311710511296e-01,4.976311612424523800e-01
3.024208308941163104e-01,4.579589366457405553e-01,3.262767998390630475e-01,4.959957146085692270e-01
3.024318484934389595e-01,4.590352394426648330e-01,3.247367727222388312e-01,4.990116593829330149e-01
3.008149958569327764e-01,4.562768152921811704e-01,3.214878947621535588e-01,4.989608966641443377e-01
3.002525932667461928e-01,4.570535825403956864e-01,3.181929109890935248e-01,4.991604689017710705e-01
3.005085472835234417e-01,4.549165105709101486e-01,3.155178706760740082e-01,4.980730718206241581e-01
2.996732332415857347e-01,4.515924603525745540e-01,3.129555926006608035e-01,4.970153105469892196e-01
2.999006216888092102e-01,4.501104331553645310e-01,3.115406726270532056e-01,4.978694120697699788e-01
2.997556409882498052e-01,4.480738036178057992e-01,3.098511102322542010e-01,4.982918355432388036e-01
2.994500145716137429e-01,4.461522173472022845e-01,3.080460968106050745e-01,4.978415041811923847e-01
